sn,date,branch,pizza_sold,price,quantity,time,time_range,sales_amount,pizza_exists
271,2015-12-09,Ikoyi,Chicken Suya,4000.0,4,08:08:39,Before 9:00am,16000.0,True
272,2015-12-06,Surulere,Chicken Legend,2000.0,5,08:08:40,Before 9:00am,10000.0,True
273,2015-12-09,Lekki,Pepperoni Suya,3000.0,2,08:08:40,Before 9:00am,6000.0,True
274,2015-12-05,Ibadan,Hot Veggie,4000.0,2,08:08:42,Before 9:00am,8000.0,True
275,2015-12-13,Surulere,BBQ Chicken,4000.0,5,08:08:45,Before 9:00am,20000.0,True
276,2015-12-05,Ibadan,BBQ Chicken,4000.0,3,08:08:45,Before 9:00am,12000.0,True
277,2015-12-13,Ikoyi,Meatzaa,2000.0,1,08:08:45,Before 9:00am,2000.0,True
278,2015-12-12,Ibadan,Chicken Feast,2000.0,2,08:08:47,Before 9:00am,4000.0,True
279,2015-12-14,Ikoyi,Beef Suya,3000.0,5,08:08:50,Before 9:00am,15000.0,True
280,2015-12-04,Surulere,Hot Veggie,4000.0,2,08:08:53,Before 9:00am,8000.0,True
281,2015-12-13,Lekki,Extravaganza,2000.0,5,08:08:53,Before 9:00am,10000.0,True
282,2015-12-12,Ibadan,Pepperoni Feast,4000.0,4,08:08:57,Before 9:00am,16000.0,True
283,2015-12-07,Ibadan,Pepperoni Suya,3000.0,2,08:09:00,Before 9:00am,6000.0,True
284,2015-12-15,Gbagada,Pepperoni Feast,4000.0,1,08:09:00,Before 9:00am,4000.0,True
285,2015-12-05,Surulere,Veggie Supreme,3000.0,2,08:09:01,Before 9:00am,6000.0,True
286,2015-12-03,Gbagada,Chicken Suya,4000.0,3,08:09:02,Before 9:00am,12000.0,True
287,2015-12-05,Ikoyi,Hot Pepperoni Feast,4000.0,3,08:09:02,Before 9:00am,12000.0,True
288,2015-12-11,Gbagada,Chicken Suya,4000.0,4,08:09:03,Before 9:00am,16000.0,True
289,2015-12-06,Ikoyi,Italiano,3000.0,4,08:09:05,Before 9:00am,12000.0,True
290,2015-12-06,Lekki,Hot Veggie,4000.0,2,08:09:05,Before 9:00am,8000.0,True
291,2015-12-12,Ikoyi,Chicken Legend,2000.0,5,08:09:08,Before 9:00am,10000.0,True
292,2015-12-04,Ikoyi,Extravaganza,2000.0,3,08:09:08,Before 9:00am,6000.0,True
293,2015-12-09,Ibadan,Pepperoni Suya,3000.0,1,08:09:10,Before 9:00am,3000.0,True
294,2015-12-05,Gbagada,Chicken Legend,2000.0,5,08:09:11,Before 9:00am,10000.0,True
295,2015-12-11,Lekki,Beef Suya,3000.0,4,08:09:11,Before 9:00am,12000.0,True
296,2015-12-06,Ibadan,Meatzaa,2000.0,3,08:09:16,Before 9:00am,6000.0,True
297,2015-12-12,Lekki,Chicken Bali,2000.0,1,08:09:20,Before 9:00am,2000.0,True
298,2015-12-03,Surulere,Margarita,4000.0,4,08:09:23,Before 9:00am,16000.0,True
299,2015-12-10,Ibadan,Pepperoni Suya,3000.0,3,08:09:28,Before 9:00am,9000.0,True
300,2015-12-11,Lekki,Meatzaa,2000.0,3,08:09:28,Before 9:00am,6000.0,True
301,2015-12-13,Lekki,Veggie Supreme,3000.0,5,08:09:29,Before 9:00am,15000.0,True
302,2015-12-12,Surulere,Hot Veggie,4000.0,1,08:09:33,Before 9:00am,4000.0,True
303,2015-12-07,Surulere,Margarita,4000.0,4,08:09:33,Before 9:00am,16000.0,True
304,2015-12-06,Ibadan,Chicken Legend,2000.0,3,08:09:37,Before 9:00am,6000.0,True
305,2015-12-04,Gbagada,Italiano,3000.0,2,08:09:39,Before 9:00am,6000.0,True
306,2015-12-08,Surulere,BBQ Philly Steak,4000.0,5,08:09:39,Before 9:00am,20000.0,True
307,2015-12-15,Surulere,Beef Suya,3000.0,2,08:09:41,Before 9:00am,6000.0,True
308,2015-12-15,Lekki,BBQ Philly Steak,4000.0,2,08:09:45,Before 9:00am,8000.0,True
309,2015-12-11,Surulere,Beef Suya,3000.0,2,08:09:46,Before 9:00am,6000.0,True
310,2015-12-06,Ikoyi,BBQ Philly Steak,4000.0,5,08:09:47,Before 9:00am,20000.0,True
311,2015-12-09,Gbagada,Italiano,3000.0,5,08:09:47,Before 9:00am,15000.0,True
312,2015-12-03,Gbagada,Veggie Supreme,3000.0,1,08:09:47,Before 9:00am,3000.0,True
313,2015-12-10,Surulere,Hot Veggie,4000.0,3,08:09:49,Before 9:00am,12000.0,True
314,2015-12-05,Ikoyi,Pepperoni Feast,4000.0,2,08:09:54,Before 9:00am,8000.0,True
315,2015-12-14,Gbagada,Hot Veggie,4000.0,4,08:09:55,Before 9:00am,16000.0,True
316,2015-12-08,Gbagada,BBQ Chicken,4000.0,3,08:09:55,Before 9:00am,12000.0,True
317,2015-12-05,Lekki,Hot Pepperoni Feast,4000.0,5,08:09:59,Before 9:00am,20000.0,True
318,2015-12-04,Ikoyi,Margarita,4000.0,5,08:10:00,Before 9:00am,20000.0,True
319,2015-12-15,Surulere,Chicken Feast,2000.0,5,08:10:08,Before 9:00am,10000.0,True
320,2015-12-07,Surulere,BBQ Chicken,4000.0,4,08:10:08,Before 9:00am,16000.0,True
321,2015-12-04,Gbagada,Pepperoni Suya,3000.0,5,08:10:10,Before 9:00am,15000.0,True
322,2015-12-04,Lekki,Chicken Feast,2000.0,5,08:10:11,Before 9:00am,10000.0,True
323,2015-12-05,Surulere,Hot Pepperoni Feast,4000.0,1,08:10:12,Before 9:00am,4000.0,True
324,2015-12-03,Ikoyi,Pepperoni Feast,4000.0,1,08:10:14,Before 9:00am,4000.0,True
325,2015-12-05,Ikoyi,Chicken Legend,2000.0,1,08:10:15,Before 9:00am,2000.0,True
326,2015-12-08,Lekki,Beef Suya,3000.0,5,08:10:18,Before 9:00am,15000.0,True
327,2015-12-05,Surulere,Chicken Bali,2000.0,2,08:10:18,Before 9:00am,4000.0,True
328,2015-12-07,Lekki,Chicken Bali,2000.0,3,08:10:18,Before 9:00am,6000.0,True
329,2015-12-08,Lekki,Pepperoni Suya,3000.0,5,08:10:22,Before 9:00am,15000.0,True
330,2015-12-05,Lekki,Chicken Legend,2000.0,5,08:10:25,Before 9:00am,10000.0,True
331,2015-12-04,Ibadan,Hot Pepperoni Feast,4000.0,5,08:10:26,Before 9:00am,20000.0,True
332,2015-12-03,Ikoyi,Chicken Feast,2000.0,1,08:10:33,Before 9:00am,2000.0,True
333,2015-12-10,Ibadan,Margarita,4000.0,4,08:10:35,Before 9:00am,16000.0,True
334,2015-12-09,Gbagada,Extravaganza,2000.0,5,08:10:37,Before 9:00am,10000.0,True
335,2015-12-06,Gbagada,Veggie Supreme,3000.0,1,08:10:37,Before 9:00am,3000.0,True
336,2015-12-08,Lekki,Veggie Supreme,3000.0,1,08:10:38,Before 9:00am,3000.0,True
337,2015-12-12,Surulere,Pepperoni Feast,4000.0,2,08:10:42,Before 9:00am,8000.0,True
338,2015-12-10,Ikoyi,Pepperoni Suya,3000.0,5,08:10:43,Before 9:00am,15000.0,True
339,2015-12-09,Lekki,Italiano,3000.0,5,08:10:45,Before 9:00am,15000.0,True
340,2015-12-12,Surulere,Italiano,3000.0,1,08:10:49,Before 9:00am,3000.0,True
341,2015-12-06,Surulere,Pepperoni Suya,3000.0,1,08:10:54,Before 9:00am,3000.0,True
342,2015-12-07,Surulere,Chicken Legend,2000.0,5,08:10:56,Before 9:00am,10000.0,True
343,2015-12-15,Gbagada,Chicken Legend,2000.0,1,08:11:00,Before 9:00am,2000.0,True
344,2015-12-10,Surulere,Hot Veggie,4000.0,5,08:11:02,Before 9:00am,20000.0,True
345,2015-12-11,Ibadan,Pepperoni Suya,3000.0,4,08:11:05,Before 9:00am,12000.0,True
346,2015-12-13,Lekki,Veggie Supreme,3000.0,5,08:11:06,Before 9:00am,15000.0,True
347,2015-12-03,Gbagada,Italiano,3000.0,1,08:11:08,Before 9:00am,3000.0,True
348,2015-12-14,Lekki,Pepperoni Feast,4000.0,5,08:11:13,Before 9:00am,20000.0,True
349,2015-12-04,Surulere,Hot Pepperoni Feast,4000.0,5,08:11:13,Before 9:00am,20000.0,True
350,2015-12-10,Ibadan,Veggie Supreme,3000.0,4,08:11:14,Before 9:00am,12000.0,True
351,2015-12-10,Gbagada,Pepperoni Suya,3000.0,3,08:11:15,Before 9:00am,9000.0,True
352,2015-12-12,Ikoyi,Margarita,4000.0,3,08:11:17,Before 9:00am,12000.0,True
353,2015-12-13,Gbagada,Veggie Supreme,3000.0,2,08:11:19,Before 9:00am,6000.0,True
354,2015-12-04,Gbagada,Hot Pepperoni Feast,4000.0,5,08:11:19,Before 9:00am,20000.0,True
355,2015-12-15,Ibadan,Chicken Bali,2000.0,4,08:11:19,Before 9:00am,8000.0,True
356,2015-12-03,Ikoyi,Italiano,3000.0,3,08:11:22,Before 9:00am,9000.0,True
357,2015-12-12,Ibadan,Hot Veggie,4000.0,4,08:11:22,Before 9:00am,16000.0,True
358,2015-12-10,Surulere,Hot Veggie,4000.0,5,08:11:23,Before 9:00am,20000.0,True
359,2015-12-10,Gbagada,Extravaganza,2000.0,3,08:11:23,Before 9:00am,6000.0,True
360,2015-12-07,Gbagada,Chicken Bali,2000.0,1,08:11:26,Before 9:00am,2000.0,True
361,2015-12-13,Surulere,Hot Pepperoni Feast,4000.0,5,08:11:26,Before 9:00am,20000.0,True
362,2015-12-13,Gbagada,Extravaganza,2000.0,1,08:11:27,Before 9:00am,2000.0,True
363,2015-12-14,Ibadan,Chicken Feast,2000.0,4,08:11:27,Before 9:00am,8000.0,True
364,2015-12-06,Ibadan,Margarita,4000.0,3,08:11:29,Before 9:00am,12000.0,True
365,2015-12-11,Ibadan,Chicken Legend,2000.0,5,08:11:31,Before 9:00am,10000.0,True
366,2015-12-07,Ikoyi,BBQ Philly Steak,4000.0,1,08:11:33,Before 9:00am,4000.0,True
367,2015-12-14,Gbagada,Meatzaa,2000.0,1,08:11:36,Before 9:00am,2000.0,True
368,2015-12-05,Ikoyi,BBQ Philly Steak,4000.0,5,08:11:40,Before 9:00am,20000.0,True
369,2015-12-06,Lekki,Chicken Feast,2000.0,4,08:11:42,Before 9:00am,8000.0,True
370,2015-12-13,Ikoyi,Pepperoni Feast,4000.0,2,08:11:43,Before 9:00am,8000.0,True
371,2015-12-12,Ikoyi,Pepperoni Feast,4000.0,1,08:11:45,Before 9:00am,4000.0,True
372,2015-12-14,Gbagada,Margarita,4000.0,3,08:11:46,Before 9:00am,12000.0,True
373,2015-12-13,Ikoyi,Hot Pepperoni Feast,4000.0,5,08:11:46,Before 9:00am,20000.0,True
374,2015-12-15,Lekki,Chicken Feast,2000.0,1,08:11:47,Before 9:00am,2000.0,True
375,2015-12-13,Surulere,Margarita,4000.0,5,08:11:49,Before 9:00am,20000.0,True
376,2015-12-07,Lekki,Chicken Legend,2000.0,3,08:11:49,Before 9:00am,6000.0,True
377,2015-12-12,Lekki,Veggie Supreme,3000.0,2,08:11:51,Before 9:00am,6000.0,True
378,2015-12-14,Ikoyi,Hot Veggie,4000.0,1,08:11:55,Before 9:00am,4000.0,True
379,2015-12-15,Ikoyi,Italiano,3000.0,4,08:11:58,Before 9:00am,12000.0,True
380,2015-12-09,Surulere,Margarita,4000.0,5,08:11:58,Before 9:00am,20000.0,True
381,2015-12-13,Gbagada,Italiano,3000.0,2,08:11:59,Before 9:00am,6000.0,True
382,2015-12-14,Lekki,Italiano,3000.0,5,08:12:02,Before 9:00am,15000.0,True
383,2015-12-04,Surulere,Chicken Suya,4000.0,5,08:12:06,Before 9:00am,20000.0,True
384,2015-12-09,Surulere,Hot Pepperoni Feast,4000.0,4,08:12:07,Before 9:00am,16000.0,True
385,2015-12-08,Surulere,Chicken Feast,2000.0,3,08:12:09,Before 9:00am,6000.0,True
386,2015-12-05,Ikoyi,Chicken Feast,2000.0,5,08:12:11,Before 9:00am,10000.0,True
387,2015-12-10,Ibadan,Pepperoni Suya,3000.0,3,08:12:11,Before 9:00am,9000.0,True
388,2015-12-06,Ibadan,Pepperoni Suya,3000.0,4,08:12:17,Before 9:00am,12000.0,True
389,2015-12-03,Lekki,Chicken Legend,2000.0,3,08:12:18,Before 9:00am,6000.0,True
390,2015-12-13,Ikoyi,Hot Pepperoni Feast,4000.0,4,08:12:18,Before 9:00am,16000.0,True
391,2015-12-08,Ikoyi,Italiano,3000.0,1,08:12:20,Before 9:00am,3000.0,True
392,2015-12-05,Gbagada,Veggie Supreme,3000.0,2,08:12:21,Before 9:00am,6000.0,True
393,2015-12-11,Lekki,Extravaganza,2000.0,1,08:12:22,Before 9:00am,2000.0,True
394,2015-12-14,Ikoyi,Veggie Supreme,3000.0,4,08:12:23,Before 9:00am,12000.0,True
395,2015-12-12,Surulere,BBQ Philly Steak,4000.0,5,08:12:24,Before 9:00am,20000.0,True
396,2015-12-06,Gbagada,Beef Suya,3000.0,5,08:12:27,Before 9:00am,15000.0,True
397,2015-12-11,Lekki,Margarita,4000.0,2,08:12:30,Before 9:00am,8000.0,True
398,2015-12-11,Ibadan,BBQ Philly Steak,4000.0,5,08:12:31,Before 9:00am,20000.0,True
399,2015-12-04,Gbagada,Hot Veggie,4000.0,1,08:12:31,Before 9:00am,4000.0,True
400,2015-12-14,Lekki,Hot Veggie,4000.0,5,08:12:33,Before 9:00am,20000.0,True
401,2015-12-15,Surulere,Margarita,4000.0,1,08:12:35,Before 9:00am,4000.0,True
402,2015-12-07,Ibadan,Extravaganza,2000.0,1,08:12:38,Before 9:00am,2000.0,True
403,2015-12-03,Lekki,Pepperoni Suya,3000.0,4,08:12:40,Before 9:00am,12000.0,True
404,2015-12-07,Ikoyi,Chicken Bali,2000.0,4,08:12:44,Before 9:00am,8000.0,True
405,2015-12-06,Ibadan,Veggie Supreme,3000.0,2,08:12:45,Before 9:00am,6000.0,True
406,2015-12-10,Surulere,Italiano,3000.0,4,08:12:45,Before 9:00am,12000.0,True
407,2015-12-03,Ibadan,Chicken Feast,2000.0,5,08:12:46,Before 9:00am,10000.0,True
408,2015-12-09,Ibadan,Meatzaa,2000.0,1,08:12:47,Before 9:00am,2000.0,True
409,2015-12-08,Ibadan,Veggie Supreme,3000.0,5,08:12:50,Before 9:00am,15000.0,True
410,2015-12-05,Ibadan,Beef Suya,3000.0,4,08:12:50,Before 9:00am,12000.0,True
411,2015-12-03,Ikoyi,Meatzaa,2000.0,5,08:12:51,Before 9:00am,10000.0,True
412,2015-12-11,Ikoyi,Chicken Legend,2000.0,2,08:12:52,Before 9:00am,4000.0,True
413,2015-12-05,Lekki,Meatzaa,2000.0,4,08:12:57,Before 9:00am,8000.0,True
414,2015-12-13,Ikoyi,Veggie Supreme,3000.0,3,08:12:59,Before 9:00am,9000.0,True
415,2015-12-05,Surulere,Beef Suya,3000.0,3,08:12:59,Before 9:00am,9000.0,True
416,2015-12-12,Lekki,Meatzaa,2000.0,4,08:12:59,Before 9:00am,8000.0,True
417,2015-12-07,Ikoyi,Veggie Supreme,3000.0,1,08:13:00,Before 9:00am,3000.0,True
418,2015-12-05,Lekki,Beef Suya,3000.0,2,08:13:00,Before 9:00am,6000.0,True
419,2015-12-11,Ikoyi,Beef Suya,3000.0,5,08:13:01,Before 9:00am,15000.0,True
420,2015-12-04,Ibadan,Hot Veggie,4000.0,3,08:13:02,Before 9:00am,12000.0,True
421,2015-12-05,Ikoyi,Chicken Bali,2000.0,3,08:13:02,Before 9:00am,6000.0,True
422,2015-12-15,Ibadan,Meatzaa,2000.0,5,08:13:03,Before 9:00am,10000.0,True
423,2015-12-07,Ibadan,Chicken Feast,2000.0,2,08:13:05,Before 9:00am,4000.0,True
424,2015-12-03,Gbagada,BBQ Philly Steak,4000.0,4,08:13:05,Before 9:00am,16000.0,True
425,2015-12-10,Ibadan,Italiano,3000.0,2,08:13:05,Before 9:00am,6000.0,True
426,2015-12-15,Lekki,Pepperoni Suya,3000.0,1,08:13:06,Before 9:00am,3000.0,True
427,2015-12-05,Ikoyi,Meatzaa,2000.0,2,08:13:06,Before 9:00am,4000.0,True
428,2015-12-09,Ikoyi,Beef Suya,3000.0,2,08:13:07,Before 9:00am,6000.0,True
429,2015-12-04,Lekki,Meatzaa,2000.0,5,08:13:07,Before 9:00am,10000.0,True
430,2015-12-11,Ikoyi,Chicken Suya,4000.0,2,08:13:11,Before 9:00am,8000.0,True
431,2015-12-05,Surulere,Chicken Bali,2000.0,4,08:13:18,Before 9:00am,8000.0,True
432,2015-12-15,Gbagada,Chicken Legend,2000.0,4,08:13:20,Before 9:00am,8000.0,True
433,2015-12-14,Ibadan,Chicken Legend,2000.0,1,08:13:22,Before 9:00am,2000.0,True
434,2015-12-09,Ikoyi,Pepperoni Feast,4000.0,5,08:13:23,Before 9:00am,20000.0,True
435,2015-12-15,Ibadan,Chicken Feast,2000.0,3,08:13:26,Before 9:00am,6000.0,True
436,2015-12-05,Ikoyi,Chicken Suya,4000.0,4,08:13:28,Before 9:00am,16000.0,True
437,2015-12-04,Ibadan,Beef Suya,3000.0,3,08:13:35,Before 9:00am,9000.0,True
438,2015-12-07,Ikoyi,Chicken Legend,2000.0,1,08:13:37,Before 9:00am,2000.0,True
439,2015-12-09,Lekki,Italiano,3000.0,3,08:13:38,Before 9:00am,9000.0,True
440,2015-12-10,Lekki,BBQ Philly Steak,4000.0,5,08:13:40,Before 9:00am,20000.0,True
441,2015-12-10,Ibadan,Margarita,4000.0,3,08:13:50,Before 9:00am,12000.0,True
442,2015-12-10,Gbagada,Meatzaa,2000.0,3,08:13:51,Before 9:00am,6000.0,True
443,2015-12-06,Ibadan,Chicken Bali,2000.0,4,08:13:53,Before 9:00am,8000.0,True
444,2015-12-15,Ibadan,Hot Veggie,4000.0,2,08:13:57,Before 9:00am,8000.0,True
445,2015-12-10,Ikoyi,Pepperoni Suya,3000.0,3,08:13:57,Before 9:00am,9000.0,True
446,2015-12-03,Ibadan,Pepperoni Feast,4000.0,4,08:13:59,Before 9:00am,16000.0,True
447,2015-12-04,Surulere,Veggie Supreme,3000.0,5,08:14:00,Before 9:00am,15000.0,True
448,2015-12-11,Lekki,BBQ Philly Steak,4000.0,2,08:14:02,Before 9:00am,8000.0,True
449,2015-12-06,Lekki,BBQ Philly Steak,4000.0,1,08:14:03,Before 9:00am,4000.0,True
450,2015-12-08,Surulere,Chicken Bali,2000.0,3,08:14:03,Before 9:00am,6000.0,True
451,2015-12-12,Lekki,Chicken Legend,2000.0,1,08:14:05,Before 9:00am,2000.0,True
452,2015-12-05,Lekki,Chicken Suya,4000.0,3,08:14:06,Before 9:00am,12000.0,True
453,2015-12-09,Gbagada,Pepperoni Feast,4000.0,1,08:14:11,Before 9:00am,4000.0,True
454,2015-12-11,Ibadan,Chicken Legend,2000.0,1,08:14:13,Before 9:00am,2000.0,True
455,2015-12-12,Ibadan,Extravaganza,2000.0,5,08:14:14,Before 9:00am,10000.0,True
456,2015-12-06,Ibadan,Hot Pepperoni Feast,4000.0,2,08:14:15,Before 9:00am,8000.0,True
457,2015-12-04,Ikoyi,Extravaganza,2000.0,3,08:14:21,Before 9:00am,6000.0,True
458,2015-12-12,Ibadan,Extravaganza,2000.0,2,08:14:23,Before 9:00am,4000.0,True
459,2015-12-08,Surulere,Chicken Suya,4000.0,3,08:14:23,Before 9:00am,12000.0,True
460,2015-12-13,Gbagada,Pepperoni Feast,4000.0,3,08:14:29,Before 9:00am,12000.0,True
461,2015-12-10,Lekki,Veggie Supreme,3000.0,3,08:14:33,Before 9:00am,9000.0,True
462,2015-12-04,Gbagada,Pepperoni Suya,3000.0,5,08:14:36,Before 9:00am,15000.0,True
463,2015-12-06,Lekki,Extravaganza,2000.0,2,08:14:47,Before 9:00am,4000.0,True
464,2015-12-04,Gbagada,Meatzaa,2000.0,4,08:14:53,Before 9:00am,8000.0,True
465,2015-12-06,Gbagada,Extravaganza,2000.0,1,08:14:55,Before 9:00am,2000.0,True
466,2015-12-07,Ikoyi,Meatzaa,2000.0,2,08:14:58,Before 9:00am,4000.0,True
467,2015-12-14,Ikoyi,Chicken Bali,2000.0,1,08:14:58,Before 9:00am,2000.0,True
468,2015-12-06,Lekki,Hot Veggie,4000.0,5,08:15:00,Before 9:00am,20000.0,True
469,2015-12-15,Gbagada,BBQ Chicken,4000.0,3,08:15:02,Before 9:00am,12000.0,True
470,2015-12-03,Ibadan,Beef Suya,3000.0,4,08:15:04,Before 9:00am,12000.0,True
471,2015-12-13,Surulere,Beef Suya,3000.0,1,08:15:04,Before 9:00am,3000.0,True
472,2015-12-07,Ikoyi,Pepperoni Feast,4000.0,4,08:15:08,Before 9:00am,16000.0,True
473,2015-12-12,Lekki,Hot Pepperoni Feast,4000.0,3,08:15:12,Before 9:00am,12000.0,True
474,2015-12-14,Ibadan,Beef Suya,3000.0,2,08:15:14,Before 9:00am,6000.0,True
475,2015-12-11,Ibadan,Meatzaa,2000.0,3,08:15:18,Before 9:00am,6000.0,True
476,2015-12-11,Ibadan,Pepperoni Feast,4000.0,2,08:15:18,Before 9:00am,8000.0,True
477,2015-12-05,Ibadan,Margarita,4000.0,5,08:15:21,Before 9:00am,20000.0,True
478,2015-12-05,Ikoyi,BBQ Philly Steak,4000.0,2,08:15:24,Before 9:00am,8000.0,True
479,2015-12-11,Ibadan,Italiano,3000.0,2,08:15:24,Before 9:00am,6000.0,True
480,2015-12-08,Lekki,Chicken Legend,2000.0,2,08:15:25,Before 9:00am,4000.0,True
481,2015-12-12,Ibadan,Beef Suya,3000.0,4,08:15:30,Before 9:00am,12000.0,True
482,2015-12-10,Ibadan,Chicken Suya,4000.0,4,08:15:31,Before 9:00am,16000.0,True
483,2015-12-13,Ikoyi,Italiano,3000.0,5,08:15:36,Before 9:00am,15000.0,True
484,2015-12-09,Ibadan,Meatzaa,2000.0,4,08:15:36,Before 9:00am,8000.0,True
485,2015-12-11,Surulere,Beef Suya,3000.0,3,08:15:38,Before 9:00am,9000.0,True
486,2015-12-13,Ikoyi,Chicken Feast,2000.0,2,08:15:39,Before 9:00am,4000.0,True
487,2015-12-09,Gbagada,Chicken Feast,2000.0,3,08:15:39,Before 9:00am,6000.0,True
488,2015-12-08,Gbagada,Hot Veggie,4000.0,4,08:15:45,Before 9:00am,16000.0,True
489,2015-12-14,Lekki,Chicken Suya,4000.0,5,08:15:47,Before 9:00am,20000.0,True
490,2015-12-05,Gbagada,Veggie Supreme,3000.0,2,08:15:48,Before 9:00am,6000.0,True
491,2015-12-12,Ikoyi,Hot Veggie,4000.0,4,08:15:51,Before 9:00am,16000.0,True
492,2015-12-04,Ikoyi,Pepperoni Suya,3000.0,4,08:15:52,Before 9:00am,12000.0,True
493,2015-12-03,Ibadan,Chicken Suya,4000.0,5,08:15:54,Before 9:00am,20000.0,True
494,2015-12-09,Ibadan,Meatzaa,2000.0,1,08:15:57,Before 9:00am,2000.0,True
495,2015-12-05,Lekki,Chicken Feast,2000.0,1,08:15:59,Before 9:00am,2000.0,True
496,2015-12-15,Ikoyi,Pepperoni Feast,4000.0,5,08:16:07,Before 9:00am,20000.0,True
497,2015-12-04,Gbagada,Hot Pepperoni Feast,4000.0,3,08:16:10,Before 9:00am,12000.0,True
498,2015-12-06,Ibadan,Pepperoni Suya,3000.0,4,08:16:10,Before 9:00am,12000.0,True
499,2015-12-07,Lekki,Chicken Suya,4000.0,5,08:16:13,Before 9:00am,20000.0,True
500,2015-12-03,Ikoyi,Pepperoni Feast,4000.0,2,08:16:16,Before 9:00am,8000.0,True
501,2015-12-06,Surulere,Hot Veggie,4000.0,5,08:16:17,Before 9:00am,20000.0,True
502,2015-12-14,Ibadan,Veggie Supreme,3000.0,4,08:16:19,Before 9:00am,12000.0,True
503,2015-12-06,Surulere,Hot Pepperoni Feast,4000.0,5,08:16:19,Before 9:00am,20000.0,True
504,2015-12-09,Gbagada,Chicken Suya,4000.0,1,08:16:20,Before 9:00am,4000.0,True
505,2015-12-13,Lekki,Chicken Suya,4000.0,4,08:16:21,Before 9:00am,16000.0,True
506,2015-12-05,Ikoyi,Veggie Supreme,3000.0,2,08:16:21,Before 9:00am,6000.0,True
507,2015-12-06,Gbagada,Veggie Supreme,3000.0,3,08:16:22,Before 9:00am,9000.0,True
508,2015-12-10,Ikoyi,Hot Pepperoni Feast,4000.0,1,08:16:25,Before 9:00am,4000.0,True
509,2015-12-10,Ibadan,Hot Veggie,4000.0,2,08:16:29,Before 9:00am,8000.0,True
510,2015-12-14,Lekki,Chicken Legend,2000.0,2,08:16:35,Before 9:00am,4000.0,True
511,2015-12-05,Ikoyi,Meatzaa,2000.0,5,08:16:36,Before 9:00am,10000.0,True
512,2015-12-05,Gbagada,Chicken Suya,4000.0,3,08:16:36,Before 9:00am,12000.0,True
513,2015-12-13,Gbagada,Pepperoni Suya,3000.0,5,08:16:36,Before 9:00am,15000.0,True
514,2015-12-14,Surulere,Chicken Bali,2000.0,5,08:16:38,Before 9:00am,10000.0,True
515,2015-12-06,Lekki,Margarita,4000.0,1,08:16:43,Before 9:00am,4000.0,True
516,2015-12-03,Ikoyi,BBQ Chicken,4000.0,1,08:16:43,Before 9:00am,4000.0,True
517,2015-12-06,Gbagada,Pepperoni Suya,3000.0,1,08:16:44,Before 9:00am,3000.0,True
518,2015-12-05,Gbagada,Pepperoni Suya,3000.0,2,08:16:46,Before 9:00am,6000.0,True
519,2015-12-05,Ikoyi,Italiano,3000.0,4,08:16:49,Before 9:00am,12000.0,True
520,2015-12-06,Surulere,Chicken Feast,2000.0,1,08:16:54,Before 9:00am,2000.0,True
521,2015-12-05,Ikoyi,Italiano,3000.0,4,08:16:55,Before 9:00am,12000.0,True
522,2015-12-14,Gbagada,Pepperoni Feast,4000.0,3,08:16:58,Before 9:00am,12000.0,True
523,2015-12-05,Ikoyi,BBQ Philly Steak,4000.0,2,08:17:06,Before 9:00am,8000.0,True
524,2015-12-06,Surulere,Veggie Supreme,3000.0,3,08:17:08,Before 9:00am,9000.0,True
525,2015-12-03,Ibadan,Hot Veggie,4000.0,1,08:17:09,Before 9:00am,4000.0,True
526,2015-12-13,Gbagada,Pepperoni Feast,4000.0,4,08:17:11,Before 9:00am,16000.0,True
527,2015-12-06,Ikoyi,Hot Veggie,4000.0,5,08:17:12,Before 9:00am,20000.0,True
528,2015-12-05,Ibadan,Chicken Feast,2000.0,4,08:17:16,Before 9:00am,8000.0,True
529,2015-12-08,Ikoyi,Chicken Suya,4000.0,1,08:17:21,Before 9:00am,4000.0,True
530,2015-12-15,Ibadan,Margarita,4000.0,2,08:17:21,Before 9:00am,8000.0,True
531,2015-12-13,Surulere,Hot Veggie,4000.0,3,08:17:23,Before 9:00am,12000.0,True
532,2015-12-07,Lekki,BBQ Chicken,4000.0,1,08:17:23,Before 9:00am,4000.0,True
533,2015-12-09,Surulere,Chicken Feast,2000.0,2,08:17:28,Before 9:00am,4000.0,True
534,2015-12-08,Ikoyi,Margarita,4000.0,5,08:17:29,Before 9:00am,20000.0,True
535,2015-12-06,Lekki,Hot Pepperoni Feast,4000.0,3,08:17:30,Before 9:00am,12000.0,True
536,2015-12-09,Ikoyi,Pepperoni Suya,3000.0,5,08:17:31,Before 9:00am,15000.0,True
537,2015-12-03,Gbagada,BBQ Philly Steak,4000.0,5,08:17:31,Before 9:00am,20000.0,True
538,2015-12-05,Ibadan,Chicken Feast,2000.0,3,08:17:33,Before 9:00am,6000.0,True
539,2015-12-12,Ikoyi,Extravaganza,2000.0,3,08:17:34,Before 9:00am,6000.0,True
540,2015-12-08,Ikoyi,Hot Pepperoni Feast,4000.0,3,08:17:35,Before 9:00am,12000.0,True
541,2015-12-14,Ibadan,Chicken Suya,4000.0,1,08:17:35,Before 9:00am,4000.0,True
542,2015-12-07,Ibadan,BBQ Philly Steak,4000.0,5,08:17:36,Before 9:00am,20000.0,True
