sn,date,branch,pizza_sold,price,quantity,time,time_range
329,2015-12-08,Lekki,Pepperoni Suya,3000,5,08:10:22,Before 9:00am
330,2015-12-05,Lekki,Chicken Legend,2000,5,08:10:25,Before 9:00am
331,2015-12-04,Ibadan,Hot Pepperoni Feast,4000,5,08:10:26,Before 9:00am
332,2015-12-03,Ikoyi,Chicken Feast,2000,1,08:10:33,Before 9:00am
333,2015-12-10,Ibadan,Margarita,4000,4,08:10:35,Before 9:00am
334,2015-12-09,Gbagada,Extravaganza,2000,5,08:10:37,Before 9:00am
335,2015-12-06,Gbagada,Veggie Supreme,3000,1,08:10:37,Before 9:00am
336,2015-12-08,Lekki,Veggie Supreme,3000,1,08:10:38,Before 9:00am
337,2015-12-12,Surulere,Pepperoni Feast,4000,2,08:10:42,Before 9:00am
338,2015-12-10,Ikoyi,Pepperoni Suya,3000,5,08:10:43,Before 9:00am
339,2015-12-09,Lekki,Italiano,3000,5,08:10:45,Before 9:00am
340,2015-12-12,Surulere,Italiano,3000,1,08:10:49,Before 9:00am
341,2015-12-06,Surulere,Pepperoni Suya,3000,1,08:10:54,Before 9:00am
342,2015-12-07,Surulere,Chicken Legend,2000,5,08:10:56,Before 9:00am
343,2015-12-15,Gbagada,Chicken Legend,2000,1,08:11:00,Before 9:00am
344,2015-12-10,Surulere,Hot Veggie,4000,5,08:11:02,Before 9:00am
345,2015-12-11,Ibadan,Pepperoni Suya,3000,4,08:11:05,Before 9:00am
346,2015-12-13,Lekki,Veggie Supreme,3000,5,08:11:06,Before 9:00am
347,2015-12-03,Gbagada,Italiano,3000,1,08:11:08,Before 9:00am
348,2015-12-14,Lekki,Pepperoni Feast,4000,5,08:11:13,Before 9:00am
349,2015-12-04,Surulere,Hot Pepperoni Feast,4000,5,08:11:13,Before 9:00am
350,2015-12-10,Ibadan,Veggie Supreme,3000,4,08:11:14,Before 9:00am
351,2015-12-10,Gbagada,Pepperoni Suya,3000,3,08:11:15,Before 9:00am
352,2015-12-12,Ikoyi,Margarita,4000,3,08:11:17,Before 9:00am
353,2015-12-13,Gbagada,Veggie Supreme,3000,2,08:11:19,Before 9:00am
354,2015-12-04,Gbagada,Hot Pepperoni Feast,4000,5,08:11:19,Before 9:00am
355,2015-12-15,Ibadan,Chicken Bali,2000,4,08:11:19,Before 9:00am
356,2015-12-03,Ikoyi,Italiano,3000,3,08:11:22,Before 9:00am
357,2015-12-12,Ibadan,Hot Veggie,4000,4,08:11:22,Before 9:00am
358,2015-12-10,Surulere,Hot Veggie,4000,5,08:11:23,Before 9:00am
359,2015-12-10,Gbagada,Extravaganza,2000,3,08:11:23,Before 9:00am
360,2015-12-07,Gbagada,Chicken Bali,2000,1,08:11:26,Before 9:00am
361,2015-12-13,Surulere,Hot Pepperoni Feast,4000,5,08:11:26,Before 9:00am
362,2015-12-13,Gbagada,Extravaganza,2000,1,08:11:27,Before 9:00am
363,2015-12-14,Ibadan,Chicken Feast,2000,4,08:11:27,Before 9:00am
364,2015-12-06,Ibadan,Margarita,4000,3,08:11:29,Before 9:00am
365,2015-12-11,Ibadan,Chicken Legend,2000,5,08:11:31,Before 9:00am
366,2015-12-07,Ikoyi,BBQ Philly Steak,4000,1,08:11:33,Before 9:00am
367,2015-12-14,Gbagada,Meatzaa,2000,1,08:11:36,Before 9:00am
368,2015-12-05,Ikoyi,BBQ Philly Steak,4000,5,08:11:40,Before 9:00am
369,2015-12-06,Lekki,Chicken Feast,2000,4,08:11:42,Before 9:00am
370,2015-12-13,Ikoyi,Pepperoni Feast,4000,2,08:11:43,Before 9:00am
371,2015-12-12,Ikoyi,Pepperoni Feast,4000,1,08:11:45,Before 9:00am
372,2015-12-14,Gbagada,Margarita,4000,3,08:11:46,Before 9:00am
373,2015-12-13,Ikoyi,Hot Pepperoni Feast,4000,5,08:11:46,Before 9:00am
374,2015-12-15,Lekki,Chicken Feast,2000,1,08:11:47,Before 9:00am
375,2015-12-13,Surulere,Margarita,4000,5,08:11:49,Before 9:00am
376,2015-12-07,Lekki,Chicken Legend,2000,3,08:11:49,Before 9:00am
377,2015-12-12,Lekki,Veggie Supreme,3000,2,08:11:51,Before 9:00am
378,2015-12-14,Ikoyi,Hot Veggie,4000,1,08:11:55,Before 9:00am
379,2015-12-15,Ikoyi,Italiano,3000,4,08:11:58,Before 9:00am
380,2015-12-09,Surulere,Margarita,4000,5,08:11:58,Before 9:00am
381,2015-12-13,Gbagada,Italiano,3000,2,08:11:59,Before 9:00am
382,2015-12-14,Lekki,Italiano,3000,5,08:12:02,Before 9:00am
383,2015-12-04,Surulere,Chicken Suya,4000,5,08:12:06,Before 9:00am
384,2015-12-09,Surulere,Hot Pepperoni Feast,4000,4,08:12:07,Before 9:00am
385,2015-12-08,Surulere,Chicken Feast,2000,3,08:12:09,Before 9:00am
386,2015-12-05,Ikoyi,Chicken Feast,2000,5,08:12:11,Before 9:00am
387,2015-12-10,Ibadan,Pepperoni Suya,3000,3,08:12:11,Before 9:00am
388,2015-12-06,Ibadan,Pepperoni Suya,3000,4,08:12:17,Before 9:00am
389,2015-12-03,Lekki,Chicken Legend,2000,3,08:12:18,Before 9:00am
390,2015-12-13,Ikoyi,Hot Pepperoni Feast,4000,4,08:12:18,Before 9:00am
391,2015-12-08,Ikoyi,Italiano,3000,1,08:12:20,Before 9:00am
392,2015-12-05,Gbagada,Veggie Supreme,3000,2,08:12:21,Before 9:00am
393,2015-12-11,Lekki,Extravaganza,2000,1,08:12:22,Before 9:00am
394,2015-12-14,Ikoyi,Veggie Supreme,3000,4,08:12:23,Before 9:00am
395,2015-12-12,Surulere,BBQ Philly Steak,4000,5,08:12:24,Before 9:00am
396,2015-12-06,Gbagada,Beef Suya,3000,5,08:12:27,Before 9:00am
397,2015-12-11,Lekki,Margarita,4000,2,08:12:30,Before 9:00am
398,2015-12-11,Ibadan,BBQ Philly Steak,4000,5,08:12:31,Before 9:00am
399,2015-12-04,Gbagada,Hot Veggie,4000,1,08:12:31,Before 9:00am
400,2015-12-14,Lekki,Hot Veggie,4000,5,08:12:33,Before 9:00am
401,2015-12-15,Surulere,Margarita,4000,1,08:12:35,Before 9:00am
402,2015-12-07,Ibadan,Extravaganza,2000,1,08:12:38,Before 9:00am
403,2015-12-03,Lekki,Pepperoni Suya,3000,4,08:12:40,Before 9:00am
404,2015-12-07,Ikoyi,Chicken Bali,2000,4,08:12:44,Before 9:00am
405,2015-12-06,Ibadan,Veggie Supreme,3000,2,08:12:45,Before 9:00am
406,2015-12-10,Surulere,Italiano,3000,4,08:12:45,Before 9:00am
407,2015-12-03,Ibadan,Chicken Feast,2000,5,08:12:46,Before 9:00am
408,2015-12-09,Ibadan,Meatzaa,2000,1,08:12:47,Before 9:00am
409,2015-12-08,Ibadan,Veggie Supreme,3000,5,08:12:50,Before 9:00am
410,2015-12-05,Ibadan,Beef Suya,3000,4,08:12:50,Before 9:00am
411,2015-12-03,Ikoyi,Meatzaa,2000,5,08:12:51,Before 9:00am
412,2015-12-11,Ikoyi,Chicken Legend,2000,2,08:12:52,Before 9:00am
413,2015-12-05,Lekki,Meatzaa,2000,4,08:12:57,Before 9:00am
414,2015-12-13,Ikoyi,Veggie Supreme,3000,3,08:12:59,Before 9:00am
415,2015-12-05,Surulere,Beef Suya,3000,3,08:12:59,Before 9:00am
416,2015-12-12,Lekki,Meatzaa,2000,4,08:12:59,Before 9:00am
417,2015-12-07,Ikoyi,Veggie Supreme,3000,1,08:13:00,Before 9:00am
418,2015-12-05,Lekki,Beef Suya,3000,2,08:13:00,Before 9:00am
419,2015-12-11,Ikoyi,Beef Suya,3000,5,08:13:01,Before 9:00am
420,2015-12-04,Ibadan,Hot Veggie,4000,3,08:13:02,Before 9:00am
421,2015-12-05,Ikoyi,Chicken Bali,2000,3,08:13:02,Before 9:00am
422,2015-12-15,Ibadan,Meatzaa,2000,5,08:13:03,Before 9:00am
423,2015-12-07,Ibadan,Chicken Feast,2000,2,08:13:05,Before 9:00am
424,2015-12-03,Gbagada,BBQ Philly Steak,4000,4,08:13:05,Before 9:00am
425,2015-12-10,Ibadan,Italiano,3000,2,08:13:05,Before 9:00am
426,2015-12-15,Lekki,Pepperoni Suya,3000,1,08:13:06,Before 9:00am
427,2015-12-05,Ikoyi,Meatzaa,2000,2,08:13:06,Before 9:00am
428,2015-12-09,Ikoyi,Beef Suya,3000,2,08:13:07,Before 9:00am
429,2015-12-04,Lekki,Meatzaa,2000,5,08:13:07,Before 9:00am
430,2015-12-11,Ikoyi,Chicken Suya,4000,2,08:13:11,Before 9:00am
431,2015-12-05,Surulere,Chicken Bali,2000,4,08:13:18,Before 9:00am
432,2015-12-15,Gbagada,Chicken Legend,2000,4,08:13:20,Before 9:00am
433,2015-12-14,Ibadan,Chicken Legend,2000,1,08:13:22,Before 9:00am
434,2015-12-09,Ikoyi,Pepperoni Feast,4000,5,08:13:23,Before 9:00am
435,2015-12-15,Ibadan,Chicken Feast,2000,3,08:13:26,Before 9:00am
436,2015-12-05,Ikoyi,Chicken Suya,4000,4,08:13:28,Before 9:00am
437,2015-12-04,Ibadan,Beef Suya,3000,3,08:13:35,Before 9:00am
438,2015-12-07,Ikoyi,Chicken Legend,2000,1,08:13:37,Before 9:00am
439,2015-12-09,Lekki,Italiano,3000,3,08:13:38,Before 9:00am
440,2015-12-10,Lekki,BBQ Philly Steak,4000,5,08:13:40,Before 9:00am
441,2015-12-10,Ibadan,Margarita,4000,3,08:13:50,Before 9:00am
442,2015-12-10,Gbagada,Meatzaa,2000,3,08:13:51,Before 9:00am
443,2015-12-06,Ibadan,Chicken Bali,2000,4,08:13:53,Before 9:00am
444,2015-12-15,Ibadan,Hot Veggie,4000,2,08:13:57,Before 9:00am
445,2015-12-10,Ikoyi,Pepperoni Suya,3000,3,08:13:57,Before 9:00am
446,2015-12-03,Ibadan,Pepperoni Feast,4000,4,08:13:59,Before 9:00am
447,2015-12-04,Surulere,Veggie Supreme,3000,5,08:14:00,Before 9:00am
448,2015-12-11,Lekki,BBQ Philly Steak,4000,2,08:14:02,Before 9:00am
449,2015-12-06,Lekki,BBQ Philly Steak,4000,1,08:14:03,Before 9:00am
450,2015-12-08,Surulere,Chicken Bali,2000,3,08:14:03,Before 9:00am
451,2015-12-12,Lekki,Chicken Legend,2000,1,08:14:05,Before 9:00am
452,2015-12-05,Lekki,Chicken Suya,4000,3,08:14:06,Before 9:00am
453,2015-12-09,Gbagada,Pepperoni Feast,4000,1,08:14:11,Before 9:00am
454,2015-12-11,Ibadan,Chicken Legend,2000,1,08:14:13,Before 9:00am
455,2015-12-12,Ibadan,Extravaganza,2000,5,08:14:14,Before 9:00am
456,2015-12-06,Ibadan,Hot Pepperoni Feast,4000,2,08:14:15,Before 9:00am
457,2015-12-04,Ikoyi,Extravaganza,2000,3,08:14:21,Before 9:00am
458,2015-12-12,Ibadan,Extravaganza,2000,2,08:14:23,Before 9:00am
459,2015-12-08,Surulere,Chicken Suya,4000,3,08:14:23,Before 9:00am
460,2015-12-13,Gbagada,Pepperoni Feast,4000,3,08:14:29,Before 9:00am
461,2015-12-10,Lekki,Veggie Supreme,3000,3,08:14:33,Before 9:00am
462,2015-12-04,Gbagada,Pepperoni Suya,3000,5,08:14:36,Before 9:00am
463,2015-12-06,Lekki,Extravaganza,2000,2,08:14:47,Before 9:00am
464,2015-12-04,Gbagada,Meatzaa,2000,4,08:14:53,Before 9:00am
465,2015-12-06,Gbagada,Extravaganza,2000,1,08:14:55,Before 9:00am
466,2015-12-07,Ikoyi,Meatzaa,2000,2,08:14:58,Before 9:00am
467,2015-12-14,Ikoyi,Chicken Bali,2000,1,08:14:58,Before 9:00am
468,2015-12-06,Lekki,Hot Veggie,4000,5,08:15:00,Before 9:00am
469,2015-12-15,Gbagada,BBQ Chicken,4000,3,08:15:02,Before 9:00am
470,2015-12-03,Ibadan,Beef Suya,3000,4,08:15:04,Before 9:00am
471,2015-12-13,Surulere,Beef Suya,3000,1,08:15:04,Before 9:00am
472,2015-12-07,Ikoyi,Pepperoni Feast,4000,4,08:15:08,Before 9:00am
473,2015-12-12,Lekki,Hot Pepperoni Feast,4000,3,08:15:12,Before 9:00am
474,2015-12-14,Ibadan,Beef Suya,3000,2,08:15:14,Before 9:00am
475,2015-12-11,Ibadan,Meatzaa,2000,3,08:15:18,Before 9:00am
476,2015-12-11,Ibadan,Pepperoni Feast,4000,2,08:15:18,Before 9:00am
477,2015-12-05,Ibadan,Margarita,4000,5,08:15:21,Before 9:00am
478,2015-12-05,Ikoyi,BBQ Philly Steak,4000,2,08:15:24,Before 9:00am
479,2015-12-11,Ibadan,Italiano,3000,2,08:15:24,Before 9:00am
480,2015-12-08,Lekki,Chicken Legend,2000,2,08:15:25,Before 9:00am
481,2015-12-12,Ibadan,Beef Suya,3000,4,08:15:30,Before 9:00am
482,2015-12-10,Ibadan,Chicken Suya,4000,4,08:15:31,Before 9:00am
483,2015-12-13,Ikoyi,Italiano,3000,5,08:15:36,Before 9:00am
484,2015-12-09,Ibadan,Meatzaa,2000,4,08:15:36,Before 9:00am
485,2015-12-11,Surulere,Beef Suya,3000,3,08:15:38,Before 9:00am
486,2015-12-13,Ikoyi,Chicken Feast,2000,2,08:15:39,Before 9:00am
487,2015-12-09,Gbagada,Chicken Feast,2000,3,08:15:39,Before 9:00am
488,2015-12-08,Gbagada,Hot Veggie,4000,4,08:15:45,Before 9:00am
489,2015-12-14,Lekki,Chicken Suya,4000,5,08:15:47,Before 9:00am
490,2015-12-05,Gbagada,Veggie Supreme,3000,2,08:15:48,Before 9:00am
491,2015-12-12,Ikoyi,Hot Veggie,4000,4,08:15:51,Before 9:00am
492,2015-12-04,Ikoyi,Pepperoni Suya,3000,4,08:15:52,Before 9:00am
493,2015-12-03,Ibadan,Chicken Suya,4000,5,08:15:54,Before 9:00am
494,2015-12-09,Ibadan,Meatzaa,2000,1,08:15:57,Before 9:00am
495,2015-12-05,Lekki,Chicken Feast,2000,1,08:15:59,Before 9:00am
496,2015-12-15,Ikoyi,Pepperoni Feast,4000,5,08:16:07,Before 9:00am
497,2015-12-04,Gbagada,Hot Pepperoni Feast,4000,3,08:16:10,Before 9:00am
498,2015-12-06,Ibadan,Pepperoni Suya,3000,4,08:16:10,Before 9:00am
499,2015-12-07,Lekki,Chicken Suya,4000,5,08:16:13,Before 9:00am
500,2015-12-03,Ikoyi,Pepperoni Feast,4000,2,08:16:16,Before 9:00am
501,2015-12-06,Surulere,Hot Veggie,4000,5,08:16:17,Before 9:00am
502,2015-12-14,Ibadan,Veggie Supreme,3000,4,08:16:19,Before 9:00am
503,2015-12-06,Surulere,Hot Pepperoni Feast,4000,5,08:16:19,Before 9:00am
504,2015-12-09,Gbagada,Chicken Suya,4000,1,08:16:20,Before 9:00am
505,2015-12-13,Lekki,Chicken Suya,4000,4,08:16:21,Before 9:00am
506,2015-12-05,Ikoyi,Veggie Supreme,3000,2,08:16:21,Before 9:00am
507,2015-12-06,Gbagada,Veggie Supreme,3000,3,08:16:22,Before 9:00am
508,2015-12-10,Ikoyi,Hot Pepperoni Feast,4000,1,08:16:25,Before 9:00am
509,2015-12-10,Ibadan,Hot Veggie,4000,2,08:16:29,Before 9:00am
510,2015-12-14,Lekki,Chicken Legend,2000,2,08:16:35,Before 9:00am
511,2015-12-05,Ikoyi,Meatzaa,2000,5,08:16:36,Before 9:00am
512,2015-12-05,Gbagada,Chicken Suya,4000,3,08:16:36,Before 9:00am
513,2015-12-13,Gbagada,Pepperoni Suya,3000,5,08:16:36,Before 9:00am
514,2015-12-14,Surulere,Chicken Bali,2000,5,08:16:38,Before 9:00am
515,2015-12-06,Lekki,Margarita,4000,1,08:16:43,Before 9:00am
516,2015-12-03,Ikoyi,BBQ Chicken,4000,1,08:16:43,Before 9:00am
517,2015-12-06,Gbagada,Pepperoni Suya,3000,1,08:16:44,Before 9:00am
518,2015-12-05,Gbagada,Pepperoni Suya,3000,2,08:16:46,Before 9:00am
519,2015-12-05,Ikoyi,Italiano,3000,4,08:16:49,Before 9:00am
520,2015-12-06,Surulere,Chicken Feast,2000,1,08:16:54,Before 9:00am
521,2015-12-05,Ikoyi,Italiano,3000,4,08:16:55,Before 9:00am
522,2015-12-14,Gbagada,Pepperoni Feast,4000,3,08:16:58,Before 9:00am
523,2015-12-05,Ikoyi,BBQ Philly Steak,4000,2,08:17:06,Before 9:00am
524,2015-12-06,Surulere,Veggie Supreme,3000,3,08:17:08,Before 9:00am
525,2015-12-03,Ibadan,Hot Veggie,4000,1,08:17:09,Before 9:00am
526,2015-12-13,Gbagada,Pepperoni Feast,4000,4,08:17:11,Before 9:00am
527,2015-12-06,Ikoyi,Hot Veggie,4000,5,08:17:12,Before 9:00am
528,2015-12-05,Ibadan,Chicken Feast,2000,4,08:17:16,Before 9:00am
529,2015-12-08,Ikoyi,Chicken Suya,4000,1,08:17:21,Before 9:00am
530,2015-12-15,Ibadan,Margarita,4000,2,08:17:21,Before 9:00am
531,2015-12-13,Surulere,Hot Veggie,4000,3,08:17:23,Before 9:00am
532,2015-12-07,Lekki,BBQ Chicken,4000,1,08:17:23,Before 9:00am
533,2015-12-09,Surulere,Chicken Feast,2000,2,08:17:28,Before 9:00am
534,2015-12-08,Ikoyi,Margarita,4000,5,08:17:29,Before 9:00am
535,2015-12-06,Lekki,Hot Pepperoni Feast,4000,3,08:17:30,Before 9:00am
536,2015-12-09,Ikoyi,Pepperoni Suya,3000,5,08:17:31,Before 9:00am
537,2015-12-03,Gbagada,BBQ Philly Steak,4000,5,08:17:31,Before 9:00am
538,2015-12-05,Ibadan,Chicken Feast,2000,3,08:17:33,Before 9:00am
539,2015-12-12,Ikoyi,Extravaganza,2000,3,08:17:34,Before 9:00am
540,2015-12-08,Ikoyi,Hot Pepperoni Feast,4000,3,08:17:35,Before 9:00am
541,2015-12-14,Ibadan,Chicken Suya,4000,1,08:17:35,Before 9:00am
542,2015-12-07,Ibadan,BBQ Philly Steak,4000,5,08:17:36,Before 9:00am
543,2015-12-10,Lekki,Margarita,4000,5,08:17:37,Before 9:00am
544,2015-12-14,Gbagada,Pepperoni Feast,4000,2,08:17:38,Before 9:00am
545,2015-12-10,Surulere,BBQ Chicken,4000,2,08:17:39,Before 9:00am
546,2015-12-13,Ibadan,Extravaganza,2000,2,08:17:41,Before 9:00am
547,2015-12-06,Ibadan,Chicken Feast,2000,1,08:17:43,Before 9:00am
548,2015-12-13,Ibadan,Hot Veggie,4000,5,08:17:53,Before 9:00am
549,2015-12-14,Ibadan,Chicken Feast,2000,1,08:17:56,Before 9:00am
550,2015-12-08,Ibadan,Pepperoni Feast,4000,1,08:17:59,Before 9:00am
551,2015-12-15,Ikoyi,Meatzaa,2000,5,08:18:02,Before 9:00am
552,2015-12-03,Ikoyi,Extravaganza,2000,3,08:18:02,Before 9:00am
553,2015-12-05,Gbagada,Chicken Legend,2000,4,08:18:03,Before 9:00am
554,2015-12-14,Lekki,BBQ Chicken,4000,2,08:18:03,Before 9:00am
555,2015-12-12,Ikoyi,Veggie Supreme,3000,5,08:18:05,Before 9:00am
556,2015-12-14,Ibadan,BBQ Philly Steak,4000,1,08:18:06,Before 9:00am
557,2015-12-09,Surulere,Hot Veggie,4000,3,08:18:08,Before 9:00am
558,2015-12-04,Ikoyi,Italiano,3000,4,08:18:08,Before 9:00am
559,2015-12-10,Surulere,Chicken Bali,2000,5,08:18:11,Before 9:00am
560,2015-12-07,Lekki,Italiano,3000,2,08:18:11,Before 9:00am
561,2015-12-15,Gbagada,Pepperoni Suya,3000,3,08:18:11,Before 9:00am
562,2015-12-03,Ibadan,Meatzaa,2000,1,08:18:16,Before 9:00am
563,2015-12-15,Gbagada,Pepperoni Feast,4000,3,08:18:17,Before 9:00am
564,2015-12-09,Ibadan,Beef Suya,3000,1,08:18:19,Before 9:00am
565,2015-12-07,Surulere,BBQ Philly Steak,4000,3,08:18:19,Before 9:00am
566,2015-12-04,Ikoyi,Hot Veggie,4000,1,08:18:22,Before 9:00am
567,2015-12-07,Lekki,Meatzaa,2000,2,08:18:24,Before 9:00am
568,2015-12-14,Ibadan,Chicken Feast,2000,3,08:18:32,Before 9:00am
569,2015-12-14,Ibadan,Italiano,3000,3,08:18:32,Before 9:00am
570,2015-12-07,Ibadan,Margarita,4000,2,08:18:34,Before 9:00am
571,2015-12-12,Lekki,Chicken Suya,4000,3,08:18:34,Before 9:00am
572,2015-12-13,Gbagada,Hot Pepperoni Feast,4000,3,08:18:36,Before 9:00am
573,2015-12-05,Gbagada,Pepperoni Suya,3000,5,08:18:38,Before 9:00am
574,2015-12-06,Ikoyi,Pepperoni Suya,3000,3,08:18:39,Before 9:00am
575,2015-12-04,Lekki,Chicken Suya,4000,4,08:18:42,Before 9:00am
576,2015-12-14,Ibadan,Veggie Supreme,3000,5,08:18:43,Before 9:00am
577,2015-12-10,Surulere,Veggie Supreme,3000,5,08:18:45,Before 9:00am
578,2015-12-13,Ibadan,Margarita,4000,3,08:18:46,Before 9:00am
579,2015-12-11,Gbagada,Extravaganza,2000,1,08:18:46,Before 9:00am
580,2015-12-14,Ibadan,Chicken Legend,2000,5,08:18:48,Before 9:00am
581,2015-12-08,Gbagada,Pepperoni Suya,3000,2,08:18:49,Before 9:00am
582,2015-12-09,Ikoyi,BBQ Chicken,4000,1,08:18:52,Before 9:00am
583,2015-12-13,Gbagada,Pepperoni Suya,3000,3,08:18:52,Before 9:00am
584,2015-12-11,Surulere,Chicken Feast,2000,2,08:18:55,Before 9:00am
585,2015-12-08,Gbagada,Hot Veggie,4000,4,08:18:57,Before 9:00am
586,2015-12-05,Lekki,Chicken Legend,2000,5,08:19:01,Before 9:00am
587,2015-12-09,Surulere,Chicken Suya,4000,5,08:19:01,Before 9:00am
588,2015-12-09,Ibadan,BBQ Philly Steak,4000,5,08:19:02,Before 9:00am
589,2015-12-06,Surulere,Margarita,4000,2,08:19:03,Before 9:00am
590,2015-12-14,Ibadan,Hot Veggie,4000,1,08:19:05,Before 9:00am
591,2015-12-06,Ikoyi,BBQ Philly Steak,4000,5,08:19:07,Before 9:00am
592,2015-12-05,Ibadan,Chicken Bali,2000,5,08:19:07,Before 9:00am
593,2015-12-08,Ikoyi,Chicken Legend,2000,2,08:19:09,Before 9:00am
594,2015-12-03,Ikoyi,Meatzaa,2000,1,08:19:12,Before 9:00am
595,2015-12-03,Ikoyi,Beef Suya,3000,2,08:19:14,Before 9:00am
596,2015-12-09,Ibadan,Hot Veggie,4000,4,08:19:14,Before 9:00am
597,2015-12-04,Lekki,Hot Pepperoni Feast,4000,5,08:19:14,Before 9:00am
598,2015-12-14,Gbagada,BBQ Philly Steak,4000,5,08:19:14,Before 9:00am
599,2015-12-10,Ikoyi,Hot Veggie,4000,1,08:19:15,Before 9:00am
600,2015-12-05,Surulere,Chicken Feast,2000,2,08:19:17,Before 9:00am
601,2015-12-12,Gbagada,Pepperoni Suya,3000,4,08:19:19,Before 9:00am
602,2015-12-10,Ikoyi,Pepperoni Suya,3000,4,08:19:20,Before 9:00am
603,2015-12-05,Ibadan,Meatzaa,2000,4,08:19:24,Before 9:00am
604,2015-12-06,Lekki,Hot Pepperoni Feast,4000,1,08:19:27,Before 9:00am
605,2015-12-11,Ibadan,Extravaganza,2000,3,08:19:28,Before 9:00am
606,2015-12-11,Ikoyi,Extravaganza,2000,2,08:19:29,Before 9:00am
607,2015-12-14,Surulere,Hot Pepperoni Feast,4000,2,08:19:29,Before 9:00am
608,2015-12-08,Surulere,BBQ Chicken,4000,4,08:19:31,Before 9:00am
609,2015-12-14,Surulere,BBQ Philly Steak,4000,5,08:19:31,Before 9:00am
610,2015-12-05,Ikoyi,Chicken Bali,2000,2,08:19:34,Before 9:00am
611,2015-12-12,Ikoyi,Meatzaa,2000,3,08:19:34,Before 9:00am
612,2015-12-09,Surulere,Italiano,3000,2,08:19:37,Before 9:00am
613,2015-12-06,Ibadan,Veggie Supreme,3000,3,08:19:38,Before 9:00am
614,2015-12-08,Ikoyi,BBQ Chicken,4000,1,08:19:38,Before 9:00am
615,2015-12-14,Gbagada,Chicken Feast,2000,4,08:19:42,Before 9:00am
616,2015-12-06,Ibadan,Margarita,4000,4,08:19:50,Before 9:00am
617,2015-12-10,Ibadan,Italiano,3000,3,08:19:52,Before 9:00am
618,2015-12-14,Ikoyi,Chicken Legend,2000,4,08:19:53,Before 9:00am
619,2015-12-06,Gbagada,Hot Pepperoni Feast,4000,4,08:19:53,Before 9:00am
620,2015-12-10,Gbagada,Pepperoni Suya,3000,3,08:19:54,Before 9:00am
621,2015-12-03,Lekki,Beef Suya,3000,1,08:19:56,Before 9:00am
622,2015-12-09,Ikoyi,BBQ Philly Steak,4000,2,08:19:56,Before 9:00am
623,2015-12-14,Lekki,Margarita,4000,2,08:19:57,Before 9:00am
624,2015-12-15,Ibadan,Chicken Bali,2000,3,08:19:58,Before 9:00am
625,2015-12-15,Ibadan,Meatzaa,2000,2,08:19:59,Before 9:00am
626,2015-12-12,Surulere,Hot Pepperoni Feast,4000,2,08:20:01,Before 9:00am
627,2015-12-12,Ibadan,Veggie Supreme,3000,4,08:20:01,Before 9:00am
628,2015-12-15,Lekki,Chicken Feast,2000,3,08:20:02,Before 9:00am
629,2015-12-08,Gbagada,Hot Pepperoni Feast,4000,1,08:20:03,Before 9:00am
630,2015-12-13,Surulere,Chicken Bali,2000,1,08:20:04,Before 9:00am
631,2015-12-11,Lekki,Chicken Legend,2000,4,08:20:08,Before 9:00am
632,2015-12-05,Gbagada,Extravaganza,2000,4,08:20:09,Before 9:00am
633,2015-12-15,Ibadan,Chicken Suya,4000,5,08:20:13,Before 9:00am
634,2015-12-04,Ibadan,Chicken Legend,2000,2,08:20:14,Before 9:00am
635,2015-12-11,Ikoyi,Veggie Supreme,3000,5,08:20:19,Before 9:00am
636,2015-12-14,Ikoyi,Pepperoni Suya,3000,5,08:20:20,Before 9:00am
637,2015-12-12,Gbagada,Italiano,3000,5,08:20:20,Before 9:00am
638,2015-12-03,Gbagada,BBQ Philly Steak,4000,5,08:20:20,Before 9:00am
639,2015-12-10,Ibadan,Hot Pepperoni Feast,4000,2,08:20:21,Before 9:00am
640,2015-12-14,Surulere,Chicken Legend,2000,3,08:20:22,Before 9:00am
641,2015-12-04,Gbagada,Chicken Feast,2000,1,08:20:28,Before 9:00am
642,2015-12-12,Ibadan,BBQ Chicken,4000,2,08:20:28,Before 9:00am
643,2015-12-06,Ikoyi,Hot Pepperoni Feast,4000,3,08:20:29,Before 9:00am
644,2015-12-06,Ibadan,Hot Veggie,4000,2,08:20:29,Before 9:00am
645,2015-12-13,Lekki,Veggie Supreme,3000,3,08:20:31,Before 9:00am
646,2015-12-03,Lekki,Hot Veggie,4000,1,08:20:32,Before 9:00am
647,2015-12-07,Surulere,Veggie Supreme,3000,5,08:20:33,Before 9:00am
648,2015-12-13,Surulere,Chicken Suya,4000,2,08:20:41,Before 9:00am
649,2015-12-12,Gbagada,Chicken Feast,2000,2,08:20:41,Before 9:00am
650,2015-12-07,Gbagada,Meatzaa,2000,3,08:20:42,Before 9:00am
651,2015-12-03,Gbagada,Chicken Feast,2000,1,08:20:42,Before 9:00am
652,2015-12-12,Ibadan,Chicken Bali,2000,1,08:20:43,Before 9:00am
653,2015-12-03,Gbagada,Italiano,3000,2,08:20:43,Before 9:00am
654,2015-12-11,Lekki,Veggie Supreme,3000,1,08:20:43,Before 9:00am
655,2015-12-14,Surulere,Chicken Feast,2000,2,08:20:44,Before 9:00am
656,2015-12-13,Surulere,Beef Suya,3000,3,08:20:44,Before 9:00am
657,2015-12-03,Ibadan,Chicken Suya,4000,5,08:20:44,Before 9:00am
658,2015-12-14,Lekki,Beef Suya,3000,4,08:20:46,Before 9:00am
